dateTime,dateTime,Flow,Flow [m^3/day]
1981-08-09,1981-08-09,50.0,122329.0
1981-08-10,1981-08-10,49.0,119882.42
1981-08-11,1981-08-11,48.0,117435.84
1981-08-12,1981-08-12,47.0,114989.26
1981-08-13,1981-08-13,47.0,114989.26
1981-08-14,1981-08-14,46.0,112542.68
1981-08-15,1981-08-15,45.0,110096.09999999999
1981-08-16,1981-08-16,44.0,107649.51999999999
1981-08-17,1981-08-17,44.0,107649.51999999999
1981-08-18,1981-08-18,43.0,105202.94
1981-08-19,1981-08-19,43.0,105202.94
1981-08-20,1981-08-20,42.0,102756.36
1981-08-21,1981-08-21,42.0,102756.36
1981-08-22,1981-08-22,41.0,100309.78
1981-08-23,1981-08-23,41.0,100309.78
1981-08-24,1981-08-24,40.0,97863.2
1981-08-25,1981-08-25,40.0,97863.2
1981-08-26,1981-08-26,39.0,95416.62
1981-08-27,1981-08-27,39.0,95416.62
1981-08-28,1981-08-28,39.0,95416.62
1981-08-29,1981-08-29,38.0,92970.04
1981-08-30,1981-08-30,38.0,92970.04
1981-08-31,1981-08-31,38.0,92970.04
1981-09-01,1981-09-01,42.0,102756.36
1981-09-02,1981-09-02,42.0,102756.36
1981-09-03,1981-09-03,40.0,97863.2
1981-09-04,1981-09-04,39.0,95416.62
1981-09-05,1981-09-05,39.0,95416.62
1981-09-06,1981-09-06,38.0,92970.04
1981-09-07,1981-09-07,37.0,90523.45999999999
1981-09-08,1981-09-08,36.0,88076.88
1981-09-09,1981-09-09,35.0,85630.3
1981-09-10,1981-09-10,35.0,85630.3
1981-09-11,1981-09-11,35.0,85630.3
1981-09-12,1981-09-12,34.0,83183.72
1981-09-13,1981-09-13,34.0,83183.72
1981-09-14,1981-09-14,34.0,83183.72
1981-09-15,1981-09-15,34.0,83183.72
1981-09-16,1981-09-16,34.0,83183.72
1981-09-17,1981-09-17,33.0,80737.14
1981-09-18,1981-09-18,33.0,80737.14
1981-09-19,1981-09-19,33.0,80737.14
1981-09-20,1981-09-20,33.0,80737.14
1981-09-21,1981-09-21,37.0,90523.45999999999
1981-09-22,1981-09-22,40.0,97863.2
1981-09-23,1981-09-23,38.0,92970.04
1981-09-24,1981-09-24,38.0,92970.04
1981-09-25,1981-09-25,37.0,90523.45999999999
1981-09-26,1981-09-26,37.0,90523.45999999999
1981-09-27,1981-09-27,42.0,102756.36
1981-09-28,1981-09-28,49.0,119882.42
1981-09-29,1981-09-29,47.0,114989.26
1981-09-30,1981-09-30,47.0,114989.26
1981-10-01,1981-10-01,45.0,110096.09999999999
1981-10-02,1981-10-02,50.0,122329.0
1981-10-03,1981-10-03,49.0,119882.42
1981-10-04,1981-10-04,48.0,117435.84
1981-10-05,1981-10-05,49.0,119882.42
1981-10-06,1981-10-06,168.0,411025.44
1981-10-07,1981-10-07,241.0,589625.78
1981-10-08,1981-10-08,150.0,366987.0
1981-10-09,1981-10-09,134.0,327841.72
1981-10-10,1981-10-10,111.0,271570.38
1981-10-11,1981-10-11,96.0,234871.68
1981-10-12,1981-10-12,84.0,205512.72
1981-10-13,1981-10-13,77.0,188386.66
1981-10-14,1981-10-14,73.0,178600.34
1981-10-15,1981-10-15,69.0,168814.02
1981-10-16,1981-10-16,67.0,163920.86
1981-10-17,1981-10-17,65.0,159027.69999999998
1981-10-18,1981-10-18,63.0,154134.54
1981-10-19,1981-10-19,62.0,151687.96
1981-10-20,1981-10-20,59.0,144348.22
1981-10-21,1981-10-21,50.0,122329.0
1981-10-22,1981-10-22,54.0,132115.32
1981-10-23,1981-10-23,52.0,127222.16
1981-10-24,1981-10-24,50.0,122329.0
1981-10-25,1981-10-25,50.0,122329.0
1981-10-26,1981-10-26,49.0,119882.42
1981-10-27,1981-10-27,55.0,134561.9
1981-10-28,1981-10-28,73.0,178600.34
1981-10-29,1981-10-29,78.0,190833.24
1981-10-30,1981-10-30,73.0,178600.34
1981-10-31,1981-10-31,83.0,203066.13999999998
1981-11-01,1981-11-01,90.0,220192.19999999998
1981-11-02,1981-11-02,87.0,212852.46
1981-11-03,1981-11-03,83.0,203066.13999999998
1981-11-04,1981-11-04,80.0,195726.4
1981-11-05,1981-11-05,74.0,181046.91999999998
1981-11-06,1981-11-06,70.0,171260.6
1981-11-07,1981-11-07,68.0,166367.44
1981-11-08,1981-11-08,65.0,159027.69999999998
1981-11-09,1981-11-09,64.0,156581.12
1981-11-10,1981-11-10,62.0,151687.96
1981-11-11,1981-11-11,64.0,156581.12
1981-11-12,1981-11-12,99.0,242211.41999999998
1981-11-13,1981-11-13,104.0,254444.32
1981-11-14,1981-11-14,128.0,313162.24
1981-11-15,1981-11-15,130.0,318055.39999999997
1981-11-16,1981-11-16,136.0,332734.88
1981-11-17,1981-11-17,128.0,313162.24
1981-11-18,1981-11-18,121.0,296036.18
1981-11-19,1981-11-19,110.0,269123.8
1981-11-20,1981-11-20,106.0,259337.47999999998
1981-11-21,1981-11-21,114.0,278910.12
1981-11-22,1981-11-22,123.0,300929.33999999997
1981-11-23,1981-11-23,114.0,278910.12
1981-11-24,1981-11-24,106.0,259337.47999999998
1981-11-25,1981-11-25,98.0,239764.84
1981-11-26,1981-11-26,93.0,227531.94
1981-11-27,1981-11-27,87.0,212852.46
1981-11-28,1981-11-28,81.0,198172.97999999998
1981-11-29,1981-11-29,78.0,190833.24
1981-11-30,1981-11-30,77.0,188386.66
1981-12-01,1981-12-01,81.0,198172.97999999998
1981-12-02,1981-12-02,114.0,278910.12
1981-12-03,1981-12-03,114.0,278910.12
1981-12-04,1981-12-04,104.0,254444.32
1981-12-05,1981-12-05,162.0,396345.95999999996
1981-12-06,1981-12-06,214.0,523568.12
1981-12-07,1981-12-07,182.0,445277.56
1981-12-08,1981-12-08,162.0,396345.95999999996
1981-12-09,1981-12-09,148.0,362093.83999999997
1981-12-10,1981-12-10,148.0,362093.83999999997
1981-12-11,1981-12-11,138.0,337628.04
1981-12-12,1981-12-12,126.0,308269.08
1981-12-13,1981-12-13,119.0,291143.02
1981-12-14,1981-12-14,114.0,278910.12
1981-12-15,1981-12-15,112.0,274016.95999999996
1981-12-16,1981-12-16,110.0,269123.8
1981-12-17,1981-12-17,106.0,259337.47999999998
1981-12-18,1981-12-18,100.0,244658.0
1981-12-19,1981-12-19,122.0,298482.76
1981-12-20,1981-12-20,133.0,325395.14
1981-12-21,1981-12-21,122.0,298482.76
1981-12-22,1981-12-22,112.0,274016.95999999996
1981-12-23,1981-12-23,108.0,264230.64
1981-12-24,1981-12-24,106.0,259337.47999999998
1981-12-25,1981-12-25,101.0,247104.58
1981-12-26,1981-12-26,99.0,242211.41999999998
1981-12-27,1981-12-27,96.0,234871.68
1981-12-28,1981-12-28,93.0,227531.94
1981-12-29,1981-12-29,87.0,212852.46
1981-12-30,1981-12-30,83.0,203066.13999999998
1981-12-31,1981-12-31,82.0,200619.56
1982-01-01,1982-01-01,80.0,195726.4
1982-01-02,1982-01-02,78.0,190833.24
1982-01-03,1982-01-03,76.0,185940.08
1982-01-04,1982-01-04,74.0,181046.91999999998
1982-01-05,1982-01-05,67.0,163920.86
1982-01-06,1982-01-06,60.0,146794.8
1982-01-07,1982-01-07,61.0,149241.38
1982-01-08,1982-01-08,62.0,151687.96
1982-01-09,1982-01-09,63.0,154134.54
1982-01-10,1982-01-10,64.0,156581.12
1982-01-11,1982-01-11,64.0,156581.12
1982-01-12,1982-01-12,65.0,159027.69999999998
1982-01-13,1982-01-13,66.0,161474.28
1982-01-14,1982-01-14,69.0,168814.02
1982-01-15,1982-01-15,69.0,168814.02
1982-01-16,1982-01-16,69.0,168814.02
1982-01-17,1982-01-17,70.0,171260.6
1982-01-18,1982-01-18,67.0,163920.86
1982-01-19,1982-01-19,63.0,154134.54
1982-01-20,1982-01-20,61.0,149241.38
1982-01-21,1982-01-21,60.0,146794.8
1982-01-22,1982-01-22,61.0,149241.38
1982-01-23,1982-01-23,69.0,168814.02
1982-01-24,1982-01-24,185.0,452617.3
1982-01-25,1982-01-25,224.0,548033.9199999999
1982-01-26,1982-01-26,187.0,457510.45999999996
1982-01-27,1982-01-27,161.0,393899.38
1982-01-28,1982-01-28,147.0,359647.26
1982-01-29,1982-01-29,137.0,335181.45999999996
1982-01-30,1982-01-30,129.0,315608.82
1982-01-31,1982-01-31,124.0,303375.92
1982-02-01,1982-02-01,117.0,286249.86
1982-02-02,1982-02-02,112.0,274016.95999999996
1982-02-03,1982-02-03,108.0,264230.64
1982-02-04,1982-02-04,95.0,232425.1
1982-02-05,1982-02-05,88.0,215299.03999999998
1982-02-06,1982-02-06,84.0,205512.72
1982-02-07,1982-02-07,82.0,200619.56
1982-02-08,1982-02-08,84.0,205512.72
1982-02-09,1982-02-09,86.0,210405.88
1982-02-10,1982-02-10,83.0,203066.13999999998
1982-02-11,1982-02-11,86.0,210405.88
1982-02-12,1982-02-12,89.0,217745.62
1982-02-13,1982-02-13,95.0,232425.1
1982-02-14,1982-02-14,266.0,650790.28
1982-02-15,1982-02-15,613.0,1499753.54
1982-02-16,1982-02-16,877.0,2145650.66
1982-02-17,1982-02-17,830.0,2030661.4
1982-02-18,1982-02-18,637.0,1558471.46
1982-02-19,1982-02-19,539.0,1318706.6199999999
1982-02-20,1982-02-20,901.0,2204368.58
1982-02-21,1982-02-21,1320.0,3229485.6
1982-02-22,1982-02-22,988.0,2417221.04
1982-02-23,1982-02-23,708.0,1732178.64
1982-02-24,1982-02-24,548.0,1340725.8399999999
1982-02-25,1982-02-25,434.0,1061815.72
1982-02-26,1982-02-26,377.0,922360.6599999999
1982-02-27,1982-02-27,325.0,795138.5
1982-02-28,1982-02-28,283.0,692382.14
1982-03-01,1982-03-01,272.0,665469.76
1982-03-02,1982-03-02,241.0,589625.78
1982-03-03,1982-03-03,222.0,543140.76
1982-03-04,1982-03-04,208.0,508888.64
1982-03-05,1982-03-05,191.0,467296.77999999997
1982-03-06,1982-03-06,180.0,440384.39999999997
1982-03-07,1982-03-07,173.0,423258.33999999997
1982-03-08,1982-03-08,168.0,411025.44
1982-03-09,1982-03-09,179.0,437937.82
1982-03-10,1982-03-10,206.0,503995.48
1982-03-11,1982-03-11,227.0,555373.66
1982-03-12,1982-03-12,220.0,538247.6
1982-03-13,1982-03-13,209.0,511335.22
1982-03-14,1982-03-14,198.0,484422.83999999997
1982-03-15,1982-03-15,190.0,464850.2
1982-03-16,1982-03-16,180.0,440384.39999999997
1982-03-17,1982-03-17,172.0,420811.76
1982-03-18,1982-03-18,166.0,406132.27999999997
1982-03-19,1982-03-19,160.0,391452.8
1982-03-20,1982-03-20,155.0,379219.89999999997
1982-03-21,1982-03-21,150.0,366987.0
1982-03-22,1982-03-22,149.0,364540.42
1982-03-23,1982-03-23,151.0,369433.58
1982-03-24,1982-03-24,158.0,386559.64
1982-03-25,1982-03-25,161.0,393899.38
1982-03-26,1982-03-26,170.0,415918.6
1982-03-27,1982-03-27,170.0,415918.6
1982-03-28,1982-03-28,166.0,406132.27999999997
1982-03-29,1982-03-29,160.0,391452.8
1982-03-30,1982-03-30,153.0,374326.74
1982-03-31,1982-03-31,151.0,369433.58
1982-04-01,1982-04-01,144.0,352307.52
1982-04-02,1982-04-02,141.0,344967.77999999997
1982-04-03,1982-04-03,136.0,332734.88
1982-04-04,1982-04-04,131.0,320501.98
1982-04-05,1982-04-05,129.0,315608.82
1982-04-06,1982-04-06,126.0,308269.08
1982-04-07,1982-04-07,122.0,298482.76
1982-04-08,1982-04-08,119.0,291143.02
1982-04-09,1982-04-09,118.0,288696.44
1982-04-10,1982-04-10,121.0,296036.18
1982-04-11,1982-04-11,159.0,389006.22
1982-04-12,1982-04-12,232.0,567606.5599999999
1982-04-13,1982-04-13,224.0,548033.9199999999
1982-04-14,1982-04-14,212.0,518674.95999999996
1982-04-15,1982-04-15,199.0,486869.42
1982-04-16,1982-04-16,191.0,467296.77999999997
1982-04-17,1982-04-17,186.0,455063.88
1982-04-18,1982-04-18,180.0,440384.39999999997
1982-04-19,1982-04-19,172.0,420811.76
1982-04-20,1982-04-20,168.0,411025.44
1982-04-21,1982-04-21,170.0,415918.6
1982-04-22,1982-04-22,188.0,459957.04
1982-04-23,1982-04-23,225.0,550480.5
1982-04-24,1982-04-24,253.0,618984.74
1982-04-25,1982-04-25,262.0,641003.96
1982-04-26,1982-04-26,273.0,667916.34
1982-04-27,1982-04-27,296.0,724187.6799999999
1982-04-28,1982-04-28,330.0,807371.4
1982-04-29,1982-04-29,328.0,802478.24
1982-04-30,1982-04-30,322.0,787798.76
1982-05-01,1982-05-01,332.0,812264.5599999999
1982-05-02,1982-05-02,368.0,900341.44
1982-05-03,1982-05-03,382.0,934593.5599999999
1982-05-04,1982-05-04,367.0,897894.86
1982-05-05,1982-05-05,360.0,880768.7999999999
1982-05-06,1982-05-06,391.0,956612.78
1982-05-07,1982-05-07,449.0,1098514.42
1982-05-08,1982-05-08,456.0,1115640.48
1982-05-09,1982-05-09,449.0,1098514.42
1982-05-10,1982-05-10,445.0,1088728.0999999999
1982-05-11,1982-05-11,460.0,1125426.8
1982-05-12,1982-05-12,494.0,1208610.52
1982-05-13,1982-05-13,545.0,1333386.0999999999
1982-05-14,1982-05-14,591.0,1445928.78
1982-05-15,1982-05-15,655.0,1602509.9
1982-05-16,1982-05-16,757.0,1852061.06
1982-05-17,1982-05-17,853.0,2086932.74
1982-05-18,1982-05-18,839.0,2052680.6199999999
1982-05-19,1982-05-19,739.0,1808022.6199999999
1982-05-20,1982-05-20,704.0,1722392.3199999998
1982-05-21,1982-05-21,745.0,1822702.0999999999
1982-05-22,1982-05-22,957.0,2341377.06
1982-05-23,1982-05-23,1010.0,2471045.8
1982-05-24,1982-05-24,1010.0,2471045.8
1982-05-25,1982-05-25,1300.0,3180554.0
1982-05-26,1982-05-26,1350.0,3302883.0
1982-05-27,1982-05-27,1100.0,2691238.0
1982-05-28,1982-05-28,889.0,2175009.62
1982-05-29,1982-05-29,784.0,1918118.72
1982-05-30,1982-05-30,719.0,1759091.02
1982-05-31,1982-05-31,735.0,1798236.3
1982-06-01,1982-06-01,773.0,1891206.3399999999
1982-06-02,1982-06-02,813.0,1989069.54
1982-06-03,1982-06-03,790.0,1932798.2
1982-06-04,1982-06-04,735.0,1798236.3
1982-06-05,1982-06-05,658.0,1609849.64
1982-06-06,1982-06-06,627.0,1534005.66
1982-06-07,1982-06-07,584.0,1428802.72
1982-06-08,1982-06-08,584.0,1428802.72
1982-06-09,1982-06-09,632.0,1546238.56
1982-06-10,1982-06-10,779.0,1905885.8199999998
1982-06-11,1982-06-11,1000.0,2446580.0
1982-06-12,1982-06-12,1150.0,2813567.0
1982-06-13,1982-06-13,1190.0,2911430.1999999997
1982-06-14,1982-06-14,1220.0,2984827.6
1982-06-15,1982-06-15,1200.0,2935896.0
1982-06-16,1982-06-16,1140.0,2789101.1999999997
1982-06-17,1982-06-17,1220.0,2984827.6
1982-06-18,1982-06-18,1300.0,3180554.0
1982-06-19,1982-06-19,1280.0,3131622.4
1982-06-20,1982-06-20,1260.0,3082690.8
1982-06-21,1982-06-21,1230.0,3009293.4
1982-06-22,1982-06-22,1080.0,2642306.4
1982-06-23,1982-06-23,988.0,2417221.04
1982-06-24,1982-06-24,932.0,2280212.56
1982-06-25,1982-06-25,1060.0,2593374.8
1982-06-26,1982-06-26,957.0,2341377.06
1982-06-27,1982-06-27,889.0,2175009.62
1982-06-28,1982-06-28,735.0,1798236.3
1982-06-29,1982-06-29,622.0,1521772.76
1982-06-30,1982-06-30,627.0,1534005.66
1982-07-01,1982-07-01,637.0,1558471.46
1982-07-02,1982-07-02,557.0,1362745.06
1982-07-03,1982-07-03,557.0,1362745.06
1982-07-04,1982-07-04,499.0,1220843.42
1982-07-05,1982-07-05,442.0,1081388.3599999999
1982-07-06,1982-07-06,422.0,1032456.76
1982-07-07,1982-07-07,442.0,1081388.3599999999
1982-07-08,1982-07-08,422.0,1032456.76
1982-07-09,1982-07-09,414.0,1012884.12
1982-07-10,1982-07-10,407.0,995758.0599999999
1982-07-11,1982-07-11,414.0,1012884.12
1982-07-12,1982-07-12,426.0,1042243.08
1982-07-13,1982-07-13,418.0,1022670.44
1982-07-14,1982-07-14,392.0,959059.36
1982-07-15,1982-07-15,336.0,822050.88
1982-07-16,1982-07-16,289.0,707061.62
1982-07-17,1982-07-17,277.0,677702.66
1982-07-18,1982-07-18,296.0,724187.6799999999
1982-07-19,1982-07-19,292.0,714401.36
1982-07-20,1982-07-20,296.0,724187.6799999999
1982-07-21,1982-07-21,270.0,660576.6
1982-07-22,1982-07-22,238.0,582286.04
1982-07-23,1982-07-23,216.0,528461.28
1982-07-24,1982-07-24,204.0,499102.32
1982-07-25,1982-07-25,194.0,474636.51999999996
1982-07-26,1982-07-26,189.0,462403.62
1982-07-27,1982-07-27,184.0,450170.72
1982-07-28,1982-07-28,180.0,440384.39999999997
1982-07-29,1982-07-29,182.0,445277.56
1982-07-30,1982-07-30,180.0,440384.39999999997
1982-07-31,1982-07-31,171.0,418365.18
1982-08-01,1982-08-01,156.0,381666.48
1982-08-02,1982-08-02,148.0,362093.83999999997
1982-08-03,1982-08-03,142.0,347414.36
1982-08-04,1982-08-04,134.0,327841.72
1982-08-05,1982-08-05,124.0,303375.92
1982-08-06,1982-08-06,119.0,291143.02
1982-08-07,1982-08-07,114.0,278910.12
1982-08-08,1982-08-08,110.0,269123.8
1982-08-09,1982-08-09,110.0,269123.8
1982-08-10,1982-08-10,111.0,271570.38
1982-08-11,1982-08-11,106.0,259337.47999999998
1982-08-12,1982-08-12,103.0,251997.74
1982-08-13,1982-08-13,102.0,249551.16
1982-08-14,1982-08-14,100.0,244658.0
1982-08-15,1982-08-15,97.0,237318.25999999998
1982-08-16,1982-08-16,93.0,227531.94
1982-08-17,1982-08-17,91.0,222638.78
1982-08-18,1982-08-18,88.0,215299.03999999998
1982-08-19,1982-08-19,86.0,210405.88
1982-08-20,1982-08-20,85.0,207959.3
1982-08-21,1982-08-21,82.0,200619.56
1982-08-22,1982-08-22,81.0,198172.97999999998
1982-08-23,1982-08-23,77.0,188386.66
1982-08-24,1982-08-24,75.0,183493.5
1982-08-25,1982-08-25,74.0,181046.91999999998
1982-08-26,1982-08-26,72.0,176153.76
1982-08-27,1982-08-27,70.0,171260.6
1982-08-28,1982-08-28,70.0,171260.6
1982-08-29,1982-08-29,69.0,168814.02
1982-08-30,1982-08-30,69.0,168814.02
1982-08-31,1982-08-31,68.0,166367.44
1982-09-01,1982-09-01,66.0,161474.28
1982-09-02,1982-09-02,65.0,159027.69999999998
1982-09-03,1982-09-03,65.0,159027.69999999998
1982-09-04,1982-09-04,70.0,171260.6
1982-09-05,1982-09-05,66.0,161474.28
1982-09-06,1982-09-06,64.0,156581.12
1982-09-07,1982-09-07,62.0,151687.96
1982-09-08,1982-09-08,61.0,149241.38
1982-09-09,1982-09-09,66.0,161474.28
1982-09-10,1982-09-10,76.0,185940.08
1982-09-11,1982-09-11,75.0,183493.5
1982-09-12,1982-09-12,77.0,188386.66
1982-09-13,1982-09-13,71.0,173707.18
1982-09-14,1982-09-14,68.0,166367.44
1982-09-15,1982-09-15,65.0,159027.69999999998
1982-09-16,1982-09-16,63.0,154134.54
1982-09-17,1982-09-17,60.0,146794.8
1982-09-18,1982-09-18,58.0,141901.63999999998
1982-09-19,1982-09-19,59.0,144348.22
1982-09-20,1982-09-20,67.0,163920.86
1982-09-21,1982-09-21,64.0,156581.12
1982-09-22,1982-09-22,60.0,146794.8
1982-09-23,1982-09-23,58.0,141901.63999999998
1982-09-24,1982-09-24,58.0,141901.63999999998
1982-09-25,1982-09-25,59.0,144348.22
1982-09-26,1982-09-26,58.0,141901.63999999998
1982-09-27,1982-09-27,57.0,139455.06
1982-09-28,1982-09-28,55.0,134561.9
1982-09-29,1982-09-29,54.0,132115.32
1982-09-30,1982-09-30,53.0,129668.73999999999
1982-10-01,1982-10-01,53.0,129668.73999999999
1982-10-02,1982-10-02,53.0,129668.73999999999
1982-10-03,1982-10-03,53.0,129668.73999999999
1982-10-04,1982-10-04,52.0,127222.16
1982-10-05,1982-10-05,52.0,127222.16
1982-10-06,1982-10-06,53.0,129668.73999999999
1982-10-07,1982-10-07,62.0,151687.96
1982-10-08,1982-10-08,61.0,149241.38
1982-10-09,1982-10-09,62.0,151687.96
1982-10-10,1982-10-10,61.0,149241.38
1982-10-11,1982-10-11,60.0,146794.8
1982-10-12,1982-10-12,58.0,141901.63999999998
1982-10-13,1982-10-13,57.0,139455.06
1982-10-14,1982-10-14,56.0,137008.47999999998
1982-10-15,1982-10-15,55.0,134561.9
1982-10-16,1982-10-16,53.0,129668.73999999999
1982-10-17,1982-10-17,57.0,139455.06
1982-10-18,1982-10-18,57.0,139455.06
1982-10-19,1982-10-19,55.0,134561.9
1982-10-20,1982-10-20,55.0,134561.9
1982-10-21,1982-10-21,57.0,139455.06
1982-10-22,1982-10-22,140.0,342521.2
1982-10-23,1982-10-23,218.0,533354.44
1982-10-24,1982-10-24,168.0,411025.44
1982-10-25,1982-10-25,138.0,337628.04
1982-10-26,1982-10-26,152.0,371880.16
1982-10-27,1982-10-27,135.0,330288.3
1982-10-28,1982-10-28,127.0,310715.66
1982-10-29,1982-10-29,135.0,330288.3
1982-10-30,1982-10-30,128.0,313162.24
1982-10-31,1982-10-31,117.0,286249.86
1982-11-01,1982-11-01,111.0,271570.38
1982-11-02,1982-11-02,104.0,254444.32
1982-11-03,1982-11-03,100.0,244658.0
1982-11-04,1982-11-04,104.0,254444.32
1982-11-05,1982-11-05,122.0,298482.76
1982-11-06,1982-11-06,120.0,293589.6
1982-11-07,1982-11-07,110.0,269123.8
1982-11-08,1982-11-08,104.0,254444.32
1982-11-09,1982-11-09,98.0,239764.84
1982-11-10,1982-11-10,92.0,225085.36
1982-11-11,1982-11-11,89.0,217745.62
1982-11-12,1982-11-12,85.0,207959.3
1982-11-13,1982-11-13,84.0,205512.72
1982-11-14,1982-11-14,79.0,193279.82
1982-11-15,1982-11-15,77.0,188386.66
1982-11-16,1982-11-16,80.0,195726.4
1982-11-17,1982-11-17,100.0,244658.0
1982-11-18,1982-11-18,134.0,327841.72
1982-11-19,1982-11-19,118.0,288696.44
1982-11-20,1982-11-20,111.0,271570.38
1982-11-21,1982-11-21,103.0,251997.74
1982-11-22,1982-11-22,96.0,234871.68
1982-11-23,1982-11-23,80.0,195726.4
1982-11-24,1982-11-24,78.0,190833.24
1982-11-25,1982-11-25,80.0,195726.4
1982-11-26,1982-11-26,85.0,207959.3
1982-11-27,1982-11-27,84.0,205512.72
1982-11-28,1982-11-28,84.0,205512.72
1982-11-29,1982-11-29,84.0,205512.72
1982-11-30,1982-11-30,82.0,200619.56
1982-12-01,1982-12-01,78.0,190833.24
1982-12-02,1982-12-02,76.0,185940.08
1982-12-03,1982-12-03,195.0,477083.1
1982-12-04,1982-12-04,589.0,1441035.6199999999
1982-12-05,1982-12-05,422.0,1032456.76
1982-12-06,1982-12-06,322.0,787798.76
1982-12-07,1982-12-07,256.0,626324.48
1982-12-08,1982-12-08,222.0,543140.76
1982-12-09,1982-12-09,201.0,491762.57999999996
1982-12-10,1982-12-10,160.0,391452.8
1982-12-11,1982-12-11,140.0,342521.2
1982-12-12,1982-12-12,140.0,342521.2
1982-12-13,1982-12-13,150.0,366987.0
1982-12-14,1982-12-14,150.0,366987.0
1982-12-15,1982-12-15,141.0,344967.77999999997
1982-12-16,1982-12-16,177.0,433044.66
1982-12-17,1982-12-17,186.0,455063.88
1982-12-18,1982-12-18,160.0,391452.8
1982-12-19,1982-12-19,151.0,369433.58
1982-12-20,1982-12-20,143.0,349860.94
1982-12-21,1982-12-21,139.0,340074.62
1982-12-22,1982-12-22,131.0,320501.98
1982-12-23,1982-12-23,123.0,300929.33999999997
1982-12-24,1982-12-24,115.0,281356.7
1982-12-25,1982-12-25,112.0,274016.95999999996
1982-12-26,1982-12-26,100.0,244658.0
1982-12-27,1982-12-27,85.0,207959.3
1982-12-28,1982-12-28,83.0,203066.13999999998
1982-12-29,1982-12-29,80.0,195726.4
1982-12-30,1982-12-30,78.0,190833.24
1982-12-31,1982-12-31,75.0,183493.5
1983-01-01,1983-01-01,80.0,195726.4
1983-01-02,1983-01-02,140.0,342521.2
1983-01-03,1983-01-03,200.0,489316.0
1983-01-04,1983-01-04,300.0,733974.0
1983-01-05,1983-01-05,310.0,758439.7999999999
1983-01-06,1983-01-06,292.0,714401.36
1983-01-07,1983-01-07,299.0,731527.4199999999
1983-01-08,1983-01-08,411.0,1005544.38
1983-01-09,1983-01-09,381.0,932146.98
1983-01-10,1983-01-10,325.0,795138.5
1983-01-11,1983-01-11,296.0,724187.6799999999
1983-01-12,1983-01-12,264.0,645897.12
1983-01-13,1983-01-13,225.0,550480.5
1983-01-14,1983-01-14,223.0,545587.34
1983-01-15,1983-01-15,208.0,508888.64
1983-01-16,1983-01-16,195.0,477083.1
1983-01-17,1983-01-17,184.0,450170.72
1983-01-18,1983-01-18,174.0,425704.92
1983-01-19,1983-01-19,166.0,406132.27999999997
1983-01-20,1983-01-20,156.0,381666.48
1983-01-21,1983-01-21,148.0,362093.83999999997
1983-01-22,1983-01-22,143.0,349860.94
1983-01-23,1983-01-23,138.0,337628.04
1983-01-24,1983-01-24,133.0,325395.14
1983-01-25,1983-01-25,128.0,313162.24
1983-01-26,1983-01-26,128.0,313162.24
1983-01-27,1983-01-27,130.0,318055.39999999997
1983-01-28,1983-01-28,125.0,305822.5
1983-01-29,1983-01-29,120.0,293589.6
1983-01-30,1983-01-30,115.0,281356.7
1983-01-31,1983-01-31,111.0,271570.38
1983-02-01,1983-02-01,110.0,269123.8
1983-02-02,1983-02-02,107.0,261784.06
1983-02-03,1983-02-03,104.0,254444.32
1983-02-04,1983-02-04,101.0,247104.58
1983-02-05,1983-02-05,98.0,239764.84
1983-02-06,1983-02-06,97.0,237318.25999999998
1983-02-07,1983-02-07,97.0,237318.25999999998
1983-02-08,1983-02-08,95.0,232425.1
1983-02-09,1983-02-09,93.0,227531.94
1983-02-10,1983-02-10,93.0,227531.94
1983-02-11,1983-02-11,93.0,227531.94
1983-02-12,1983-02-12,97.0,237318.25999999998
1983-02-13,1983-02-13,104.0,254444.32
1983-02-14,1983-02-14,102.0,249551.16
1983-02-15,1983-02-15,101.0,247104.58
1983-02-16,1983-02-16,100.0,244658.0
1983-02-17,1983-02-17,108.0,264230.64
